sample	sample_kind	Ea	Pa	Pch	Pci	Pv	Pf	Sm	Ab	H77	H79	H82	H97	Fj	IN63	IN65	IN72	transfer	ident	Generation	total	present	coexistence	excluded	cont	Gen_jit
Ea_Pch	Pair	0.189873418	0	0.810126582	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p7_B2	315	79	"['Ea', 'Pch']"	TRUE	non	FALSE	316.407048
Ea_Pf	Pair	0.101851852	0	0	0	0	0.898148148	0	0	0	0	0	0	0	0	0	0	30	p7_B4	315	108	"['Ea', 'Pf']"	TRUE	non	FALSE	314.3889562
Pch_Pci	Pair	0	0	0.083916084	0.916083916	0	0	0	0	0	0	0	0	0	0	0	0	30	p7_B6	315	143	"['Pch', 'Pci']"	TRUE	non	FALSE	316.0121546
Pf_IN72	Pair	0	0	0	0	0	0.115942029	0	0	0	0	0	0	0	0	0	0.884057971	30	p7_B10	315	138	"['Pf', 'IN72']"	TRUE	non	FALSE	314.9169061
Pci_IN63	Pair	0	0	0	0.016666667	0	0	0	0	0	0	0	0	0	0.983333333	0	0	30	p7_B12	315	180	"['Pci', 'IN63']"	TRUE	non	FALSE	316.587637
Ea_Pa	Pair	0.148148148	0.851851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p7_C1	315	81	"['Ea', 'Pa']"	TRUE	non	FALSE	313.6629959
Ea_Pv	Pair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	p7_C3	315	26	['Pv']	FALSE	Ea	FALSE	315.8086719
Pa_Pv	Pair	0	0.913580247	0	0	0.086419753	0	0	0	0	0	0	0	0	0	0	0	30	p7_C5	315	162	"['Pa', 'Pv']"	TRUE	non	FALSE	314.5050641
Pch_Pf	Pair	0	0	0.451612903	0	0	0.548387097	0	0	0	0	0	0	0	0	0	0	30	p7_C7	315	155	"['Pch', 'Pf']"	TRUE	non	FALSE	313.8231604
Pf_Sm	Pair	0	0	0	0	0	0.722222222	0.277777778	0	0	0	0	0	0	0	0	0	30	p7_C9	315	162	"['Pf', 'Sm']"	TRUE	non	FALSE	314.1831726
Ab_IN72	Pair	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0.857142857	30	p7_C11	315	126	"['Ab', 'IN72']"	TRUE	non	FALSE	316.1430775
Ea_Pch	Pair	0.012658228	0	0.987341772	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p7_D2	315	79	"['Ea', 'Pch']"	TRUE	non	FALSE	316.8402221
Ea_Pf	Pair	0.010526316	0	0	0	0	0.989473684	0	0	0	0	0	0	0	0	0	0	30	p7_D4	315	95	"['Ea', 'Pf']"	TRUE	non	FALSE	315.9718447
Pch_Pci	Pair	0	0	0.071005917	0.928994083	0	0	0	0	0	0	0	0	0	0	0	0	30	p7_D6	315	169	"['Pch', 'Pci']"	TRUE	non	FALSE	317.2854784
Pch_IN63	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	p7_D8	315	400	['IN63']	FALSE	Pch	FALSE	314.3891385
Pf_IN72	Pair	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	30	p7_D10	315	166	"['Pf', 'IN72']"	TRUE	non	FALSE	317.4960149
Pci_IN63	Pair	0	0	0	0.047619048	0	0	0	0	0	0	0	0	0	0.952380952	0	0	30	p7_D12	315	168	"['Pci', 'IN63']"	TRUE	non	FALSE	313.9739213
Ea_Pa	Pair	0.455696203	0.544303797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p7_E1	315	158	"['Ea', 'Pa']"	TRUE	non	FALSE	313.6168384
Ea_Pv	Pair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	p7_E3	315	25	['Pv']	FALSE	Ea	FALSE	313.50711
Pa_Pv	Pair	0	0.989795918	0	0	0.010204082	0	0	0	0	0	0	0	0	0	0	0	30	p7_E5	315	196	"['Pa', 'Pv']"	TRUE	non	FALSE	316.009042
Pch_Pf	Pair	0	0	0.248	0	0	0.752	0	0	0	0	0	0	0	0	0	0	30	p7_E7	315	125	"['Pch', 'Pf']"	TRUE	non	FALSE	315.1273736
Pf_Sm	Pair	0	0	0	0	0	0.4375	0.5625	0	0	0	0	0	0	0	0	0	30	p7_E9	315	128	"['Pf', 'Sm']"	TRUE	non	FALSE	315.5496631
Ab_IN72	Pair	0	0	0	0	0	0	0	0.071428571	0	0	0	0	0	0	0	0.928571429	30	p7_E11	315	84	"['Ab', 'IN72']"	TRUE	non	FALSE	315.3006035
Ea_Pch	Pair	0.157407407	0	0.842592593	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p7_F2	315	108	"['Ea', 'Pch']"	TRUE	non	FALSE	315.6224812
Ea_Pf	Pair	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	p7_F4	315	188	['Pf']	FALSE	Ea	FALSE	313.8641668
Pch_IN63	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	p7_F8	315	350	['IN63']	FALSE	Pch	FALSE	313.6426915
Pf_IN72	Pair	0	0	0	0	0	0.276995305	0	0	0	0	0	0	0	0	0	0.723004695	30	p7_F10	315	213	"['Pf', 'IN72']"	TRUE	non	FALSE	317.520926
Pch_Sm	Pair	0	0	0.553333333	0	0	0	0.446666667	0	0	0	0	0	0	0	0	0	30	p7_G1	315	150	"['Pch', 'Sm']"	TRUE	non	FALSE	316.6461101
Pch_Sm	Pair	0	0	0.521367521	0	0	0	0.478632479	0	0	0	0	0	0	0	0	0	30	p7_G3	315	117	"['Pch', 'Sm']"	TRUE	non	FALSE	310.5600212
Pch_Sm	Pair	0	0	0.536585366	0	0	0	0.463414634	0	0	0	0	0	0	0	0	0	30	p7_G5	315	123	"['Pch', 'Sm']"	TRUE	non	FALSE	315.4873325
Pch_Sm	Pair	0	0	0.422764228	0	0	0	0.577235772	0	0	0	0	0	0	0	0	0	30	p7_G7	315	123	"['Pch', 'Sm']"	TRUE	non	FALSE	315.0835932
Pch_Sm	Pair	0	0	0.53968254	0	0	0	0.46031746	0	0	0	0	0	0	0	0	0	30	p7_G9	315	63	"['Pch', 'Sm']"	TRUE	non	FALSE	315.024098
Pch_Sm	Pair	0	0	0.613333333	0	0	0	0.386666667	0	0	0	0	0	0	0	0	0	30	p7_G11	315	75	"['Pch', 'Sm']"	TRUE	non	FALSE	311.4980887
Pf_Ab	Pair	0	0	0	0	0	0.983333333	0	0.016666667	0	0	0	0	0	0	0	0	30	p7_H2	315	60	"['Pf', 'Ab']"	TRUE	non	FALSE	318.5926245
Pf_Ab	Pair	0	0	0	0	0	0.78	0	0.22	0	0	0	0	0	0	0	0	30	p7_H4	315	50	"['Pf', 'Ab']"	TRUE	non	FALSE	312.1123166
Pf_Ab	Pair	0	0	0	0	0	0.845238095	0	0.154761905	0	0	0	0	0	0	0	0	30	p7_H6	315	84	"['Pf', 'Ab']"	TRUE	non	FALSE	316.1688241
Pf_Ab	Pair	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	p7_H8	315	130	['Pf']	FALSE	Ab	FALSE	316.8433594
Pf_Ab	Pair	0	0	0	0	0	0.76635514	0	0.23364486	0	0	0	0	0	0	0	0	30	p7_H10	315	107	"['Pf', 'Ab']"	TRUE	non	FALSE	317.5569542
Pf_Ab	Pair	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	p7_H12	315	154	['Pf']	FALSE	Ab	FALSE	315.0182686
Ea_Pa	Pair	0.488986784	0.511013216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_A1	315	227	"['Ea', 'Pa']"	TRUE	non	FALSE	315.8589589
Ea_Pv	Pair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	p8_A3	315	11	['Pv']	FALSE	Ea	FALSE	315.9514903
Pa_Pv	Pair	0	0.909090909	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	30	p8_A5	315	88	"['Pa', 'Pv']"	TRUE	non	FALSE	314.1297707
Pch_Pf	Pair	0	0	0.186440678	0	0	0.813559322	0	0	0	0	0	0	0	0	0	0	30	p8_A7	315	59	"['Pch', 'Pf']"	TRUE	non	FALSE	317.5264791
Pf_Sm	Pair	0	0	0	0	0	0.706666667	0.293333333	0	0	0	0	0	0	0	0	0	30	p8_A9	315	150	"['Pf', 'Sm']"	TRUE	non	FALSE	315.0172857
Ab_IN72	Pair	0	0	0	0	0	0	0	0.234782609	0	0	0	0	0	0	0	0.765217391	30	p8_A11	315	115	"['Ab', 'IN72']"	TRUE	non	FALSE	315.3906224
Ea_Pch	Pair	0.136363636	0	0.863636364	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_B2	315	44	"['Ea', 'Pch']"	TRUE	non	FALSE	315.2507335
Ea_Pf	Pair	0.423529412	0	0	0	0	0.576470588	0	0	0	0	0	0	0	0	0	0	30	p8_B4	315	85	"['Ea', 'Pf']"	TRUE	non	FALSE	311.8634045
Pch_Pci	Pair	0	0	0.102040816	0.897959184	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_B6	315	98	"['Pch', 'Pci']"	TRUE	non	FALSE	313.7487941
Pch_IN63	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	p8_B8	315	360	['IN63']	FALSE	Pch	FALSE	316.5898123
Pf_IN72	Pair	0	0	0	0	0	0.444444444	0	0	0	0	0	0	0	0	0	0.555555556	30	p8_B10	315	36	"['Pf', 'IN72']"	TRUE	non	FALSE	312.5898356
Pci_IN63	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	p8_B12	315	226	['IN63']	FALSE	Pci	FALSE	314.9123315
Ea_Pa	Pair	0.032786885	0.967213115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_C1	315	122	"['Ea', 'Pa']"	TRUE	non	FALSE	317.6313456
Ea_Pv	Pair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30	p8_C3	315	6	['Pv']	FALSE	Ea	FALSE	311.8395678
Pa_Pv	Pair	0	0.976470588	0	0	0.023529412	0	0	0	0	0	0	0	0	0	0	0	30	p8_C5	315	85	"['Pa', 'Pv']"	TRUE	non	FALSE	315.5091056
Pch_Pf	Pair	0	0	0.19205298	0	0	0.80794702	0	0	0	0	0	0	0	0	0	0	30	p8_C7	315	151	"['Pch', 'Pf']"	TRUE	non	FALSE	311.8445501
Pf_Sm	Pair	0	0	0	0	0	0.626086957	0.373913043	0	0	0	0	0	0	0	0	0	30	p8_C9	315	115	"['Pf', 'Sm']"	TRUE	non	FALSE	312.2422718
Ab_IN72	Pair	0	0	0	0	0	0	0	0.307692308	0	0	0	0	0	0	0	0.692307692	30	p8_C11	315	117	"['Ab', 'IN72']"	TRUE	non	FALSE	317.9463361
Ea_Pch	Pair	0.64	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_D2	315	75	"['Ea', 'Pch']"	TRUE	non	FALSE	314.5085645
Ea_Pf	Pair	0.461538462	0	0	0	0	0.538461538	0	0	0	0	0	0	0	0	0	0	30	p8_D4	315	39	"['Ea', 'Pf']"	TRUE	non	FALSE	318.1058832
Pch_Pci	Pair	0	0	0.286885246	0.713114754	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_D6	315	122	"['Pch', 'Pci']"	TRUE	non	FALSE	315.4281828
Pch_IN63	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	p8_D8	315	400	['IN63']	FALSE	Pch	FALSE	314.9066713
Pf_IN72	Pair	0	0	0	0	0	0.480392157	0	0	0	0	0	0	0	0	0	0.519607843	30	p8_D10	315	102	"['Pf', 'IN72']"	TRUE	non	FALSE	310.0294239
Pci_IN63	Pair	0	0	0	0.038216561	0	0	0	0	0	0	0	0	0	0.961783439	0	0	30	p8_D12	315	157	"['Pci', 'IN63']"	TRUE	non	FALSE	313.0789131
Ea_Pa	Pair	0.2875	0.7125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_E1	315	160	"['Ea', 'Pa']"	TRUE	non	FALSE	313.3196073
Ea_Pv	Pair	0.25	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	30	p8_E3	315	48	"['Ea', 'Pv']"	TRUE	non	FALSE	312.496347
Pa_Pv	Pair	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_E5	315	3	['Pa']	FALSE	Pv	FALSE	313.4826217
Pch_Pf	Pair	0	0	0.253968254	0	0	0.746031746	0	0	0	0	0	0	0	0	0	0	30	p8_E7	315	63	"['Pch', 'Pf']"	TRUE	non	FALSE	313.801424
Pf_Sm	Pair	0	0	0	0	0	0.784810127	0.215189873	0	0	0	0	0	0	0	0	0	30	p8_E9	315	79	"['Pf', 'Sm']"	TRUE	non	FALSE	315.6230034
Ab_IN72	Pair	0	0	0	0	0	0	0	0.319587629	0	0	0	0	0	0	0	0.680412371	30	p8_E11	315	97	"['Ab', 'IN72']"	TRUE	non	FALSE	314.8617678
Ea_Pch	Pair	0.736842105	0	0.263157895	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p8_F2	315	76	"['Ea', 'Pch']"	TRUE	non	FALSE	315.4009538
Pch_IN63	Pair	0	0	0.004329004	0	0	0	0	0	0	0	0	0	0	0.995670996	0	0	30	p8_F8	315	231	"['Pch', 'IN63']"	TRUE	non	FALSE	318.2631227
Pf_IN72	Pair	0	0	0	0	0	0.188235294	0	0	0	0	0	0	0	0	0	0.811764706	30	p8_F10	315	85	"['Pf', 'IN72']"	TRUE	non	FALSE	314.546015
Pci_IN63	Pair	0	0	0	0.034090909	0	0	0	0	0	0	0	0	0	0.965909091	0	0	30	p8_F12	315	88	"['Pci', 'IN63']"	TRUE	non	FALSE	316.9940401
Pch_Sm	Pair	0	0	0.558823529	0	0	0	0.441176471	0	0	0	0	0	0	0	0	0	30	p8_G1	315	102	"['Pch', 'Sm']"	TRUE	non	FALSE	314.2731704
Pch_Sm	Pair	0	0	0.59	0	0	0	0.41	0	0	0	0	0	0	0	0	0	30	p8_G3	315	100	"['Pch', 'Sm']"	TRUE	non	FALSE	316.9572237
Pch_Sm	Pair	0	0	0.163265306	0	0	0	0.836734694	0	0	0	0	0	0	0	0	0	30	p8_G5	315	98	"['Pch', 'Sm']"	TRUE	non	FALSE	315.1195258
Pch_Sm	Pair	0	0	0.36036036	0	0	0	0.63963964	0	0	0	0	0	0	0	0	0	30	p8_G7	315	111	"['Pch', 'Sm']"	TRUE	non	FALSE	314.3447196
Pch_Sm	Pair	0	0	0.194174757	0	0	0	0.805825243	0	0	0	0	0	0	0	0	0	30	p8_G9	315	103	"['Pch', 'Sm']"	TRUE	non	FALSE	314.1844908
Pch_Sm	Pair	0	0	0.432098765	0	0	0	0.567901235	0	0	0	0	0	0	0	0	0	30	p8_G11	315	81	"['Pch', 'Sm']"	TRUE	non	FALSE	312.8424179
Pf_Ab	Pair	0	0	0	0	0	0.719101124	0	0.280898876	0	0	0	0	0	0	0	0	30	p8_H2	315	89	"['Pf', 'Ab']"	TRUE	non	FALSE	315.3589474
Pf_Ab	Pair	0	0	0	0	0	0.808219178	0	0.191780822	0	0	0	0	0	0	0	0	30	p8_H4	315	73	"['Pf', 'Ab']"	TRUE	non	FALSE	314.4993326
Pf_Ab	Pair	0	0	0	0	0	0.984848485	0	0.015151515	0	0	0	0	0	0	0	0	30	p8_H6	315	66	"['Pf', 'Ab']"	TRUE	non	FALSE	315.6156005
Pf_Ab	Pair	0	0	0	0	0	0.825	0	0.175	0	0	0	0	0	0	0	0	30	p8_H8	315	80	"['Pf', 'Ab']"	TRUE	non	FALSE	311.7244595
Pf_Ab	Pair	0	0	0	0	0	0.779411765	0	0.220588235	0	0	0	0	0	0	0	0	30	p8_H10	315	68	"['Pf', 'Ab']"	TRUE	non	FALSE	314.4060207
Pf_Ab	Pair	0	0	0	0	0	0.785714286	0	0.214285714	0	0	0	0	0	0	0	0	30	p8_H12	315	98	"['Pf', 'Ab']"	TRUE	non	FALSE	314.125373
Ea_Pa_IN72	Trio	0.101694915	0.898305085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p9_A3	315	118	"['Ea', 'Pa']"	FALSE	IN72	FALSE	311.3578719
Ea_Pch_Pv	Trio	0.111111111	0	0.847222222	0	0.041666667	0	0	0	0	0	0	0	0	0	0	0	30	p9_A5	315	72	"['Ea', 'Pch', 'Pv']"	TRUE	non	FALSE	316.3405864
Ea_Pch_H79	Trio	0.619565217	0	0.293478261	0	0	0	0	0	0	0.086956522	0	0	0	0	0	0	30	p9_A7	315	92	"['Ea', 'Pch', 'H79']"	TRUE	non	FALSE	317.6196222
Ea_Pci_Pf	Trio	0.301724138	0	0	0.551724138	0	0.146551724	0	0	0	0	0	0	0	0	0	0	30	p9_A9	315	116	"['Ea', 'Pci', 'Pf']"	TRUE	non	FALSE	313.1899949
Ea_Pv_IN72	Trio	0.480519481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519480519	30	p9_A11	315	77	"['Ea', 'IN72']"	FALSE	Pv	FALSE	315.8919808
Ea_Pv_Pf	Trio	0.134751773	0	0	0	0.014184397	0.85106383	0	0	0	0	0	0	0	0	0	0	30	p9_B2	315	141	"['Ea', 'Pv', 'Pf']"	TRUE	non	FALSE	313.8576326
Ea_Pci_Pv	Trio	0.326530612	0	0	0.666666667	0.006802721	0	0	0	0	0	0	0	0	0	0	0	30	p9_B8	315	147	"['Ea', 'Pci', 'Pv']"	TRUE	non	FALSE	316.555826
Ea_Pci_IN72	Trio	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	p9_B10	315	204	['Pci']	FALSE	Ea	FALSE	309.0727229
Ea_Pf_IN72	Trio	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	p9_B12	315	128	['Pf']	FALSE	Ea	FALSE	318.5090783
Pch_Pci_Pv	Trio	0	0	0.056737589	0.290780142	0.65248227	0	0	0	0	0	0	0	0	0	0	0	30	p9_C1	315	141	"['Pch', 'Pci', 'Pv']"	TRUE	non	FALSE	313.5072349
Pch_Pci_IN65	Trio	0	0	0.027906977	0.581395349	0	0	0	0	0	0	0	0	0	0	0.390697674	0	30	p9_C3	315	215	"['Pch', 'Pci', 'IN65']"	TRUE	non	FALSE	311.1519864
Pch_Pv_Sm	Trio	0	0	0.245989305	0	0.085561497	0	0.668449198	0	0	0	0	0	0	0	0	0	30	p9_C5	315	187	"['Pch', 'Pv', 'Sm']"	TRUE	non	FALSE	317.7007889
Pch_Pv_IN65	Trio	0	0	0.811594203	0	0.188405797	0	0	0	0	0	0	0	0	0	0	0	30	p9_C7	315	138	"['Pch', 'Pv']"	FALSE	IN65	FALSE	316.7516178
Pch_Sm_Ab	Trio	0	0	0.108974359	0	0	0	0.724358974	0.166666667	0	0	0	0	0	0	0	0	30	p9_C9	315	156	"['Pch', 'Sm', 'Ab']"	TRUE	non	FALSE	316.2043803
Pch_Sm_H79	Trio	0	0	0.418918919	0	0	0	0.486486486	0	0	0.094594595	0	0	0	0	0	0	30	p9_C11	315	74	"['Pch', 'Sm', 'H79']"	TRUE	non	FALSE	315.4707522
Pch_Pci_Pf	Trio	0	0	0.014705882	0.647058824	0	0.338235294	0	0	0	0	0	0	0	0	0	0	30	p9_D2	315	68	"['Pch', 'Pci', 'Pf']"	TRUE	non	FALSE	317.4843216
Pch_Pv_Pf	Trio	0	0	0.011904762	0	0.297619048	0.69047619	0	0	0	0	0	0	0	0	0	0	30	p9_D4	315	84	"['Pch', 'Pv', 'Pf']"	TRUE	non	FALSE	315.2571023
Pch_Pv_Ab	Trio	0	0	0.032520325	0	0.719512195	0	0	0.24796748	0	0	0	0	0	0	0	0	30	p9_D6	315	246	"['Pch', 'Pv', 'Ab']"	TRUE	non	FALSE	315.2580823
Pch_Pf_Ab	Trio	0	0	0	0	0	0.981132075	0	0.018867925	0	0	0	0	0	0	0	0	30	p9_D8	315	106	"['Pf', 'Ab']"	FALSE	Pch	FALSE	315.873296
Pch_Sm_IN65	Trio	0	0	0.295620438	0	0	0	0.700729927	0	0	0	0	0	0	0	0.003649635	0	30	p9_D10	315	274	"['Pch', 'Sm', 'IN65']"	TRUE	non	FALSE	314.6979315
Pch_Ab_H79	Trio	0	0	0.475247525	0	0	0	0	0.316831683	0	0.207920792	0	0	0	0	0	0	30	p9_D12	315	101	"['Pch', 'Ab', 'H79']"	TRUE	non	FALSE	316.5031025
Pci_Pv_Pf	Trio	0	0	0	0.444444444	0.277777778	0.277777778	0	0	0	0	0	0	0	0	0	0	30	p9_E1	315	72	"['Pci', 'Pv', 'Pf']"	TRUE	non	FALSE	314.9060876
Pa_Pci_IN72	Trio	0	0.235294118	0	0.362745098	0	0	0	0	0	0	0	0	0	0	0	0.401960784	30	p9_E9	315	102	"['Pa', 'Pci', 'IN72']"	TRUE	non	FALSE	317.7032201
Ea_H82_H97	Trio	0.01010101	0	0	0	0	0	0	0	0	0	0.949494949	0.04040404	0	0	0	0	30	p9_E11	315	99	"['Ea', 'H82', 'H97']"	TRUE	non	FALSE	317.3577847
Pci_Pf_IN72	Trio	0	0	0	0.525423729	0	0.161016949	0	0	0	0	0	0	0	0	0	0.313559322	30	p9_F2	315	118	"['Pci', 'Pf', 'IN72']"	TRUE	non	FALSE	315.2441302
Pci_Pv_IN65	Trio	0	0	0	0.346405229	0.647058824	0	0	0	0	0	0	0	0	0	0.006535948	0	30	p9_F4	315	153	"['Pci', 'Pv', 'IN65']"	TRUE	non	FALSE	313.369312
Pa_Pci_Pv	Trio	0	0.928104575	0	0	0.071895425	0	0	0	0	0	0	0	0	0	0	0	30	p9_F6	315	153	"['Pa', 'Pv']"	FALSE	Pci	FALSE	313.5957547
Pa_Pci_Fj	Trio	0	0.327586207	0	0.534482759	0	0	0	0	0	0	0	0	0.137931034	0	0	0	30	p9_F8	315	116	"['Pa', 'Pci', 'Fj']"	TRUE	non	FALSE	315.2436567
Pf_Ab_IN72	Trio	0	0	0	0	0	0.453488372	0	0.093023256	0	0	0	0	0	0	0	0.453488372	30	p9_F12	315	86	"['Pf', 'Ab', 'IN72']"	TRUE	non	FALSE	313.5972533
Pv_Pf_Ab	Trio	0	0	0	0	0.243478261	0.704347826	0	0.052173913	0	0	0	0	0	0	0	0	30	p9_G3	315	115	"['Pv', 'Pf', 'Ab']"	TRUE	non	FALSE	314.0389768
Pv_Sm_Ab	Trio	0	0	0	0	0.312056738	0	0.659574468	0.028368794	0	0	0	0	0	0	0	0	30	p9_G5	315	141	"['Pv', 'Sm', 'Ab']"	TRUE	non	FALSE	311.9327095
Sm_IN65_H79	Trio	0	0	0	0	0	0	0.688073394	0	0	0.28440367	0	0	0	0	0.027522936	0	30	p9_G11	315	109	"['Sm', 'H79', 'IN65']"	TRUE	non	FALSE	311.9509841
Pv_Pf_Sm	Trio	0	0	0	0	0.425531915	0.574468085	0	0	0	0	0	0	0	0	0	0	30	p9_H2	315	94	"['Pv', 'Pf']"	FALSE	Sm	FALSE	318.6354004
Pv_Sm_IN65	Trio	0	0	0	0	0.257142857	0	0.60952381	0	0	0	0	0	0	0	0.133333333	0	30	p9_H6	315	105	"['Pv', 'Sm', 'IN65']"	TRUE	non	FALSE	317.7840056
Sm_Ab_H79	Trio	0	0	0	0	0	0	0.948148148	0	0	0.051851852	0	0	0	0	0	0	30	p9_H10	315	135	"['Sm', 'H79']"	FALSE	Ab	FALSE	316.4685932
Ea_Pa_IN72	Trio	0.050420168	0.949579832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	p10_A3	315	119	"['Ea', 'Pa']"	FALSE	IN72	FALSE	312.8640134
Ea_Pch_Pv	Trio	0	0	0.192307692	0	0.807692308	0	0	0	0	0	0	0	0	0	0	0	30	p10_A5	315	26	"['Pch', 'Pv']"	FALSE	Ea	FALSE	314.3732697
Ea_Pch_H79	Trio	0.509259259	0	0.462962963	0	0	0	0	0	0	0.027777778	0	0	0	0	0	0	30	p10_A7	315	108	"['Ea', 'Pch', 'H79']"	TRUE	non	FALSE	314.2402364
Ea_Pci_Pf	Trio	0.417721519	0	0	0.569620253	0	0.012658228	0	0	0	0	0	0	0	0	0	0	30	p10_A9	315	79	"['Ea', 'Pci', 'Pf']"	TRUE	non	FALSE	315.7316735
Ea_Pv_IN72	Trio	0.139534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.860465116	30	p10_A11	315	86	"['Ea', 'IN72']"	FALSE	Pv	FALSE	316.1557271
Ea_Pv_Pf	Trio	0	0	0	0	0.022988506	0.977011494	0	0	0	0	0	0	0	0	0	0	30	p10_B2	315	87	"['Pv', 'Pf']"	FALSE	Ea	FALSE	318.3879821
Ea_Pch_Pci	Trio	0.276315789	0	0	0.723684211	0	0	0	0	0	0	0	0	0	0	0	0	30	p10_B4	315	152	"['Ea', 'Pci']"	FALSE	Pch	FALSE	313.0132003
Ea_Pf_IN72	Trio	0.574468085	0	0	0	0	0.276595745	0	0	0	0	0	0	0	0	0	0.14893617	30	p10_B12	315	47	"['Ea', 'Pf', 'IN72']"	TRUE	non	FALSE	317.48769
Pch_Pci_Pv	Trio	0	0	0.06779661	0.449152542	0.483050847	0	0	0	0	0	0	0	0	0	0	0	30	p10_C1	315	118	"['Pch', 'Pci', 'Pv']"	TRUE	non	FALSE	311.5329818
Pch_Pci_IN65	Trio	0	0	0.15	0.733333333	0	0	0	0	0	0	0	0	0	0	0.116666667	0	30	p10_C3	315	60	"['Pch', 'Pci', 'IN65']"	TRUE	non	FALSE	316.9439501
Pch_Pv_Sm	Trio	0	0	0.825396825	0	0.031746032	0	0.142857143	0	0	0	0	0	0	0	0	0	30	p10_C5	315	63	"['Pch', 'Pv', 'Sm']"	TRUE	non	FALSE	316.6723692
Pch_Pv_IN65	Trio	0	0	0.033613445	0	0.957983193	0	0	0	0	0	0	0	0	0	0.008403361	0	30	p10_C7	315	119	"['Pch', 'Pv', 'IN65']"	TRUE	non	FALSE	315.2765536
Pch_Sm_Ab	Trio	0	0	0.166666667	0	0	0	0.798611111	0.034722222	0	0	0	0	0	0	0	0	30	p10_C9	315	144	"['Pch', 'Sm', 'Ab']"	TRUE	non	FALSE	314.5578333
Pch_Sm_H79	Trio	0	0	0.028169014	0	0	0	0.774647887	0	0	0.197183099	0	0	0	0	0	0	30	p10_C11	315	142	"['Pch', 'Sm', 'H79']"	TRUE	non	FALSE	314.8008705
Pch_Pci_Pf	Trio	0	0	0	0.528301887	0	0.471698113	0	0	0	0	0	0	0	0	0	0	30	p10_D2	315	106	"['Pci', 'Pf']"	FALSE	Pch	FALSE	314.5021984
Pch_Pv_Pf	Trio	0	0	0.1	0	0.23	0.67	0	0	0	0	0	0	0	0	0	0	30	p10_D4	315	100	"['Pch', 'Pv', 'Pf']"	TRUE	non	FALSE	315.6637959
Pch_Pv_Ab	Trio	0	0	0.671428571	0	0.164285714	0	0	0.164285714	0	0	0	0	0	0	0	0	30	p10_D6	315	140	"['Pch', 'Pv', 'Ab']"	TRUE	non	FALSE	316.463776
Pch_Pf_Ab	Trio	0	0	0.06741573	0	0	0.93258427	0	0	0	0	0	0	0	0	0	0	30	p10_D8	315	89	"['Pch', 'Pf']"	FALSE	Ab	FALSE	316.6759101
Pch_Sm_IN65	Trio	0	0	0.151785714	0	0	0	0.794642857	0	0	0	0	0	0	0	0.053571429	0	30	p10_D10	315	112	"['Pch', 'Sm', 'IN65']"	TRUE	non	FALSE	315.4243211
Pch_Ab_H79	Trio	0	0	0.012345679	0	0	0	0	0.567901235	0	0.419753086	0	0	0	0	0	0	30	p10_D12	315	81	"['Pch', 'Ab', 'H79']"	TRUE	non	FALSE	315.5168728
